,instance,train_label_size,train_not_behavior,train_behavior,seed,feature_file,filter_set,window_set,feature_set,feature_count,video_list,num_videos_used,variable,value,plot_group,color_var
12,0,1041193,634172,407021,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_16-10-25.csv,537,Precision,0.898070576288398,Windows,All Keypoints JABS Window
13,0,1197338,714459,482879,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_16-35-04.csv,589,Precision,0.8977565400502147,Windows,All Keypoints JABS Window
14,0,146532,90737,55795,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_16-37-55.csv,58,Precision,0.8845756172190886,Windows,All Keypoints JABS Window
15,0,1087992,666513,421479,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_16-59-35.csv,553,Precision,0.8877519551482275,Windows,All Keypoints JABS Window
16,0,610387,375021,235366,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_17-11-26.csv,295,Precision,0.8956213670155413,Windows,All Keypoints JABS Window
17,0,1750205,1058178,692027,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_17-47-28.csv,895,Precision,0.9095506569555012,Windows,All Keypoints JABS Window
18,0,390445,204514,185931,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_17-55-38.csv,203,Precision,0.8817261803479262,Windows,All Keypoints JABS Window
19,0,459810,268430,191380,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-10-31_10-59-10_feature_importances.csv,All Keypoints,JABS Window,All Keypoints JABS Window,558,train_splits_2023-10-31_2023-10-31_18-04-54.csv,258,Precision,0.8896802631792179,Windows,All Keypoints JABS Window
20,0,2007325,1218623,788702,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_14-00-28.csv,1000,Precision,0.8392559159607774,Windows,Segmentation JABS Window
21,0,390445,204514,185931,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_17-55-38.csv,203,Precision,0.7990984634681718,Windows,Segmentation JABS Window
22,0,1009270,611372,397898,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_14-20-27.csv,499,Precision,0.815596169473701,Windows,Segmentation JABS Window
23,0,140138,74871,65267,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_15-31-40.csv,75,Precision,0.7308242854314821,Windows,Segmentation JABS Window
24,0,455417,278441,176976,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_12-19-34.csv,207,Precision,0.8237339672246814,Windows,Segmentation JABS Window
25,0,866160,549108,317052,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_15-48-40.csv,422,Precision,0.8279692691029901,Windows,Segmentation JABS Window
26,0,146532,90737,55795,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_16-37-55.csv,58,Precision,0.7769952239219216,Windows,Segmentation JABS Window
27,0,1002913,606609,396304,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_12-10-34.csv,507,Precision,0.8306546170964577,Windows,Segmentation JABS Window
28,0,459810,268430,191380,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_18-04-54.csv,258,Precision,0.8170328822942117,Windows,Segmentation JABS Window
29,0,1916654,1154461,762193,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_15-28-47.csv,974,Precision,0.8413955342902711,Windows,Segmentation JABS Window
30,0,1750205,1058178,692027,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_17-47-28.csv,895,Precision,0.8415835411471322,Windows,Segmentation JABS Window
31,0,1339756,828011,511745,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_11-26-52.csv,647,Precision,0.839959672829569,Windows,Segmentation JABS Window
32,0,1041193,634172,407021,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_16-10-25.csv,537,Precision,0.835162818896884,Windows,Segmentation JABS Window
33,0,1087992,666513,421479,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_16-59-35.csv,553,Precision,0.8104666045159353,Windows,Segmentation JABS Window
34,0,1106189,671612,434577,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_11-49-42.csv,541,Precision,0.8238804790324493,Windows,Segmentation JABS Window
35,0,1247105,739942,507163,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_14-46-27.csv,623,Precision,0.8333106108602728,Windows,Segmentation JABS Window
36,0,474572,272260,202312,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_13-15-08.csv,253,Precision,0.8329885057471265,Windows,Segmentation JABS Window
37,0,610387,375021,235366,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_17-11-26.csv,295,Precision,0.8203317979863857,Windows,Segmentation JABS Window
38,0,2017842,1215761,802081,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_13-05-30.csv,1024,Precision,0.8436925428018817,Windows,Segmentation JABS Window
39,0,1197338,714459,482879,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-31_feature_importances.csv,Segmentation,JABS Window,Segmentation JABS Window,192,train_splits_2023-10-31_2023-10-31_16-35-04.csv,589,Precision,0.8306231100817089,Windows,Segmentation JABS Window
40,0,2007325,1218623,788702,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_14-00-28.csv,1000,Precision,0.885041495609419,Windows,Segmentation FFT Window
41,0,390445,204514,185931,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_17-55-38.csv,203,Precision,0.8518136834569727,Windows,Segmentation FFT Window
42,0,1009270,611372,397898,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_14-20-27.csv,499,Precision,0.8735137235222223,Windows,Segmentation FFT Window
43,0,140138,74871,65267,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_15-31-40.csv,75,Precision,0.7938400018315158,Windows,Segmentation FFT Window
44,0,455417,278441,176976,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_12-19-34.csv,207,Precision,0.8761082459291881,Windows,Segmentation FFT Window
45,0,866160,549108,317052,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_15-48-40.csv,422,Precision,0.8794211311323417,Windows,Segmentation FFT Window
46,0,146532,90737,55795,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_16-37-55.csv,58,Precision,0.8392745892895243,Windows,Segmentation FFT Window
47,0,1002913,606609,396304,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_12-10-34.csv,507,Precision,0.879763761078749,Windows,Segmentation FFT Window
48,0,459810,268430,191380,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_18-04-54.csv,258,Precision,0.8603008313710414,Windows,Segmentation FFT Window
49,0,1916654,1154461,762193,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_15-28-47.csv,974,Precision,0.8846609452435634,Windows,Segmentation FFT Window
50,0,1750205,1058178,692027,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_17-47-28.csv,895,Precision,0.884599945406959,Windows,Segmentation FFT Window
51,0,1339756,828011,511745,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_11-26-52.csv,647,Precision,0.8802167800823112,Windows,Segmentation FFT Window
52,0,1041193,634172,407021,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_16-10-25.csv,537,Precision,0.8755583713600603,Windows,Segmentation FFT Window
53,0,1087992,666513,421479,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_16-59-35.csv,553,Precision,0.880021724328005,Windows,Segmentation FFT Window
54,0,1106189,671612,434577,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_11-49-42.csv,541,Precision,0.8753511684331503,Windows,Segmentation FFT Window
55,0,1247105,739942,507163,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_14-46-27.csv,623,Precision,0.8805911472332095,Windows,Segmentation FFT Window
56,0,474572,272260,202312,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_13-15-08.csv,253,Precision,0.8708827404479579,Windows,Segmentation FFT Window
57,0,610387,375021,235366,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_17-11-26.csv,295,Precision,0.8668365542300396,Windows,Segmentation FFT Window
58,0,2017842,1215761,802081,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_13-05-30.csv,1024,Precision,0.8910827559880118,Windows,Segmentation FFT Window
59,0,1197338,714459,482879,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-01_10-07-34_feature_importances.csv,Segmentation,FFT Window,Segmentation FFT Window,672,train_splits_2023-10-31_2023-10-31_16-35-04.csv,589,Precision,0.8541928194828019,Windows,Segmentation FFT Window
60,0,2007325,1218623,788702,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_14-00-28.csv,1000,Precision,0.8504072583181332,Windows,Segmentation JAABA Window
61,0,390445,204514,185931,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_17-55-38.csv,203,Precision,0.8065728425610887,Windows,Segmentation JAABA Window
62,0,1009270,611372,397898,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_14-20-27.csv,499,Precision,0.8264201521662001,Windows,Segmentation JAABA Window
63,0,140138,74871,65267,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_15-31-40.csv,75,Precision,0.7134216675046583,Windows,Segmentation JAABA Window
64,0,455417,278441,176976,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_12-19-34.csv,207,Precision,0.8408240484182857,Windows,Segmentation JAABA Window
65,0,866160,549108,317052,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_15-48-40.csv,422,Precision,0.8346185731491764,Windows,Segmentation JAABA Window
66,0,146532,90737,55795,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_16-37-55.csv,58,Precision,0.771449857207897,Windows,Segmentation JAABA Window
67,0,1002913,606609,396304,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_12-10-34.csv,507,Precision,0.8319694447469546,Windows,Segmentation JAABA Window
68,0,459810,268430,191380,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_18-04-54.csv,258,Precision,0.821804421429994,Windows,Segmentation JAABA Window
69,0,1916654,1154461,762193,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_15-28-47.csv,974,Precision,0.8498832469228638,Windows,Segmentation JAABA Window
70,0,1750205,1058178,692027,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_17-47-28.csv,895,Precision,0.8483801903452156,Windows,Segmentation JAABA Window
71,0,1339756,828011,511745,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_11-26-52.csv,647,Precision,0.8439378817517665,Windows,Segmentation JAABA Window
72,0,1041193,634172,407021,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_16-10-25.csv,537,Precision,0.839982091943731,Windows,Segmentation JAABA Window
73,0,1087992,666513,421479,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_16-59-35.csv,553,Precision,0.8436573918336617,Windows,Segmentation JAABA Window
74,0,1106189,671612,434577,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_11-49-42.csv,541,Precision,0.8342221806387226,Windows,Segmentation JAABA Window
75,0,1247105,739942,507163,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_14-46-27.csv,623,Precision,0.8408154634169265,Windows,Segmentation JAABA Window
76,0,474572,272260,202312,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_13-15-08.csv,253,Precision,0.819193589417451,Windows,Segmentation JAABA Window
77,0,610387,375021,235366,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_17-11-26.csv,295,Precision,0.8362168490544561,Windows,Segmentation JAABA Window
78,0,2017842,1215761,802081,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_13-05-30.csv,1024,Precision,0.8511896739001166,Windows,Segmentation JAABA Window
79,0,1197338,714459,482879,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-47-36_feature_importances.csv,Segmentation,JAABA Window,Segmentation JAABA Window,448,train_splits_2023-10-31_2023-10-31_16-35-04.csv,589,Precision,0.8365778043560368,Windows,Segmentation JAABA Window
80,0,2007325,1218623,788702,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-48-16_feature_importances.csv,All Keypoints,JAABA Window,All Keypoints JAABA Window,1411,train_splits_2023-10-31_2023-10-31_14-00-28.csv,1000,Precision,0.8918781923811752,Windows,All Keypoints JAABA Window
81,0,390445,204514,185931,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-48-16_feature_importances.csv,All Keypoints,JAABA Window,All Keypoints JAABA Window,1411,train_splits_2023-10-31_2023-10-31_17-55-38.csv,203,Precision,0.867145576611229,Windows,All Keypoints JAABA Window
82,0,1009270,611372,397898,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-48-16_feature_importances.csv,All Keypoints,JAABA Window,All Keypoints JAABA Window,1411,train_splits_2023-10-31_2023-10-31_14-20-27.csv,499,Precision,0.8843793308255791,Windows,All Keypoints JAABA Window
83,0,140138,74871,65267,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-48-16_feature_importances.csv,All Keypoints,JAABA Window,All Keypoints JAABA Window,1411,train_splits_2023-10-31_2023-10-31_15-31-40.csv,75,Precision,0.8089609899421991,Windows,All Keypoints JAABA Window
84,0,455417,278441,176976,12648430,/projects/kumar-lab/bgeuther/cvpr_2024/scaling_results_2023-10-31_2023-11-03_08-48-16_feature_importances.csv,All Keypoints,JAABA Window,All Keypoints JAABA Window,1411,train_splits_2023-10-31_2023-10-31_12-19-34.csv,207,Precision,0.8948138265810475,Windows,All Keypoints JAABA Window
